"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-07",,"70","82","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-08",,"72","83","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-09",,"73","85","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-10",,"70","85","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-11",,"71","82","55"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-12",,"71","82",
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-13","2.72","66","77","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-14","0.09","69","74","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-15","0.00","71","81","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-17","0.01","71","82","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-18","0.00","71","82","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-19",,"71","84","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-20",,"69","84","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-21",,"73","84","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-22",,"73","85","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-23",,"72","85","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-24",,"71","85","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-25",,"71","84","56"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-26",,"70","84","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-27",,"70","84","56"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-28",,"70","83","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-29",,"69","81","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-30",,"65","81","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2016-12-31",,"68","80","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-01",,"67","80","54"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-02",,"71","83","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-03",,"71","83","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-05",,"70","83","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-06",,"69","83","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-07",,"65","83","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-08",,"68","81","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-09",,"68","82","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-10",,"70","83","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-11",,"70","83","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-12",,"68","83","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-13",,"69","81","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-14",,"69","80","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-15",,"68","80","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-16",,"69","81","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-17",,"67","81","56"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-18",,"67","81","54"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-19",,"67","80","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-20",,"70","82","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-21",,"71","82","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-22",,"72","85","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-23",,"71","85","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-24",,"71","85","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-25",,"71","85","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-26",,"70","85","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-28","0.00","72","80","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-29","0.00","74","85","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-30",,"73","86","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-01-31",,"73","88","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-01",,"71","88","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-02",,"71","86","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-03",,"70","86","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-04",,"70","84","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-05",,"70","85","56"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-06",,"72","86","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-07",,"73","88","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-08",,"73","88","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-09",,"72","87","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-10",,"71","88","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-11",,"71","88","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-12",,"67","86","55"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-13",,"69","84","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-14",,"70","84","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-15",,"73","86","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-16",,"71","86","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-17",,"70","84","57"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-18",,"73","87","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-19",,"75","88","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-20",,"77","90","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-21",,"77","93","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-22",,"80","94","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-23",,"78","94","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-24",,"79","94","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-25",,"78","94","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-26",,"75","93",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-27",,"74","90","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-02-28",,"75","89","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-01",,"73","89",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-02",,"74","89",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-03",,"76","90",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-04",,"78","90","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-05",,"80","91","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-06",,"77","92",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-07",,"79","90","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-08","1.52","78","90","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-09","0.00","79","90","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-10",,"80","91","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-11","0.00","80","91","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-12",,"79","91","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-13",,"78","93",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-14","0.00","76","91","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-15",,"76","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-16",,"76","89","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-17",,"79","91","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-18",,"81","94","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-19",,"81","94","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-20",,"80","94","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-21",,"79","92","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-22",,"79","92","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-23",,"79","93","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-24",,"79","94","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-25",,"81","95","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-26",,"81","96","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-27",,"81","96","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-28",,"81","95","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-29",,"81","95","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-30",,"81","95","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-03-31",,"82","95","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-01",,"82","96","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-02",,"82","96","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-03",,"83","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-04",,"82","95","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-05",,"80","95","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-06","0.12","82","95","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-07","0.00","83","94",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-08",,"84","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-09",,"83","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-10",,"83","96","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-11",,"83","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-12",,"83","97","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-13",,"83","97","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-14",,"82","96","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-15",,"81","96","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-16",,"81","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-17","0.02","78","95","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-18","0.59","83","96","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-19","0.00","82","96","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-20",,"79","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-22",,"83","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-23",,"83","96","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-24",,"83","97","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-25",,"80","97","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-26","0.00","83","96","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-27",,"82","96","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-28",,"82","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-29","0.02","79","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-04-30","0.05","82","96","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-01","0.00","80","95","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-02","0.55","79","95","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-03","0.00","81","91","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-04",,"82","94","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-05",,"83","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-06",,"83","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-07",,"81","97",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-08","0.07","79","97","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-09","0.00","78","92","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-10","0.02","79","92","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-11","0.22","77","91","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-12","0.07","79","90","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-13","0.00","80","91","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-14",,"79","91","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-15","0.50","80","94","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-16","0.00","83","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-17",,"78","95","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-18","0.93","80","94","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-19","0.49","78","94","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-20","0.00","80","94",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-21","0.43","79","94","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-22","0.00","82","90","74"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-23","0.31","81","92","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-24","0.01","80","93","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-25","0.01","81","93","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-26","0.00","80","92",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-27","1.64","76","92","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-28","0.00","78","87",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-29",,"78","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-30",,"78","89","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-05-31","0.00","77","89","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-01",,"78","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-02",,"79","89","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-03",,"79","89","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-04",,"79","89","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-05",,"78","90","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-06","0.00","78","90","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-07","0.00","75","90","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-08","0.01","76","84","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-09","0.00","73","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-10","0.33","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-11","0.00","75","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-12","0.00","72","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-13","0.00","76","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-14",,"79","88","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-15",,"77","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-16",,"72","88","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-17","0.91","74","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-18","0.00","75","85","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-19","0.04","75","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-20","0.03","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-21","0.02","75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-22","0.00","76","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-23","0.03","76","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-24","0.00","75","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-25","0.00","74","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-26",,"74","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-27","0.00","73","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-28","0.00","74","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-06-29","0.01","76","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-01",,"76","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-02",,"76","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-03",,"75","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-04","0.15","74","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-05","0.09","76","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-06","0.40","75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-07","0.20","74","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-08","0.00","74","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-09","0.00","76","87","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-10",,"76","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-11",,"75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-12","0.00","74","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-13","0.00","74","83","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-15",,"72","82","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-16","0.01","73","83","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-17","0.00","75","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-18",,"73","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-19","0.01","73","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-20","0.24","75","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-21","0.01","75","85","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-22","0.00","75","88","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-23",,"76","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-24",,"76","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-25",,"76","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-26",,"77","88","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-27",,"76","89","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-28","0.21","77","89","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-29","0.35","77","89","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-30","0.00","77","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-07-31",,"78","87","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-01","0.03","78","90","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-02","0.02","77","90","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-03","0.00","76","89","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-04",,"75","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-05","0.00","76","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-06","0.05","77","87","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-07","0.00","78","89","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-08",,"79","88",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-09",,"76","83",
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-10","0.10","76","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-11","0.41","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-12","0.90","75","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-13","0.00","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-14",,"77","84","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-15","5.66","73","85","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-16","0.00","74","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-17","0.00","73","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-18","1.25","74","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-19","0.22","73","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-20","0.74","73","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-21","0.00","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-22","0.00","75","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-23","0.45","75","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-24","1.50","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-25","0.62","74","81","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-26","0.01","75","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-27","0.00","73","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-28","0.31","74",,"68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-29","0.00","74",,"68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-30",,"77","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-08-31",,"76","86","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-01","1.85","76","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-02","0.64","74","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-03","1.10","74","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-04","1.84","76","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-06","1.92","73","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-07","0.24","75","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-08","0.18","74","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-09","1.31","75","84","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-10","0.73","75","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-11","0.00","77","83","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-12",,"78","86","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-13",,"78","86","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-14",,"77","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-15","0.08","74","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-16","0.00","74","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-17","0.08","71","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-18","0.73","73","82","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-19","0.12","73","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-20","0.00","74","84","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-21",,"73","84","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-22",,"75","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-23",,"77","85","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-24",,"76","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-25","1.74","73","83","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-26","0.20","75","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-27","2.64","72","82","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-28","0.98","73","81","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-29","0.00","73","78","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-09-30","1.25","73","81","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-10-01","0.00","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-10-02","0.93","74","84","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-10-03","0.00","77","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-10-04","0.58","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2017-10-05","0.67","74","86","66"
